IDENTIFIER	GSM19023	GSM19024	GSM19025	GSM19026
KCNAB1	29.1	19.6	30.5	43.5
CFL2	30.2	49.2	124.3	174.7
TLN1	9226.5	8858.9	9108.6	10095.2
ANKZF1	10.2	9.1	45.9	8.1
SF3B2	1718.7	2689.7	1396.4	2112.7
IP6K1	87.9	133.3	242.2	243
YARS	126	455.9	297.8	372.1
WTAP	1006.1	1048	573.2	573.2
GAS7	234.8	197.3	87.1	35.3
POLE3	128	29.3	61.2	39.9
CDH3	90.7	143.8	39.9	183.9
PIGU	87.9	133.9	87.8	198.8
CD2BP2	55.3	128.3	79.9	95.8
TCTA	123	360	127.3	202.8
MYLPF	119.3	221.7	8.4	7.8
MCM5	396.2	238.9	167	183.5
COL9A3	37.9	14.7	39.2	20.4
TAPBP	1109.2	1654.4	1217.4	1622.2
162105_R_AT	253.3	141.4	175	87.4
KRT33B	46.1	272	213.8	239.7
TIMP1	3.2	2.4	40.7	60.7
SPT1	94.6	64.6	2.3	35.8
SH3RF1	69.8	79.7	78.1	74.8
VPS45	213.4	26.5	89.8	115.8
RPRD1A	14.7	9.8	3.6	6.1
CAPN2	14.5	14.8	16.2	12.7
VAMP7	117.2	32.2	31.1	30.2
MED20	807.5	857.6	836.5	894.2
FTSJ3	140.5	44.6	97.3	46.4
DERL2	0.7	3.5	0.6	49.3
PLAC1	14.5	10.2	12	17.3
NACC2	117.2	212.9	225.1	113.7
CHP1	3.8	8	64.4	17.2
162120_AT	3	38.4	3.9	10.8
KRT10	29.1	17.1	20.7	51.1
FDXR	374.3	725.2	610.7	676.9
SLC19A1	667.2	639.7	699	838.4
RUSC1	104.6	28.6	8	122.7
UBC	4500.9	6058	6528.8	7402.6
RPS6KA3	37.1	8.1	75.5	31.4
PA2G4	82.4	114.8	16.2	169.1
162128_I_AT	64.2	26.5	35.6	37.7
PPFIBP2	62.7	126.1	111.5	136.3
SULT1A1	68.5	29.4	3.2	95.5
SAC3D1	212.9	235.9	145.4	224.7
AV342672	27.3	13.5	7.1	7
SEMA4B	851.4	855.5	659.1	681.5
2010111I01RIK	2056	3712.9	2651.2	2983.6
SLC38A2	5.5	1.1	2.9	6.6
162136_R_AT	189.1	92.3	47.5	193.6
TXK	205	192	168	57.2
CBX6	4126.9	3591.6	3385.7	2423
EMC10	186.4	55.6	112.2	262.1
DHX30	37.3	39.6	53.4	83
RAB2A	8.6	6.3	17.8	8.5
PRRG2	31.6	53.9	206.8	64
PRKRIR	250.1	249	263.3	320.6
ETFB	515.5	847	608.9	790.6
PGS1	33.5	248.7	70.2	298.2
CLEC16A	106.4	38.6	3.6	6
SNTA1	292.1	368.6	654.7	1191.5
APOM	47.2	13.4	86.1	56.4
162149_I_AT	46.8	75.7	15.5	20.5
MAN2B1	422.7	489.9	518.1	715.5
AV329014	11.5	9.6	12.2	12.2
CRHR2	117.7	220.4	45.9	271.4
EXOSC5	3504.7	3486.5	3585.9	3893.9
SASH1	33.7	30.9	42	81.2
MSH3	74.2	22.9	14.6	17.4
SRPX	7.7	23.3	5.4	10.6
STK16	216.4	148.7	148.4	225.3
ACOX1	80.3	126.8	43.3	134
HNF1B	87.2	63.8	63	93
IDE	60.6	95.7	32.5	111.7
SAMHD1	93	232.2	163.6	133.9
MACROD2	19	8.5	7.4	7.4
SCT	189.8	51.2	44.9	71
ACTN3	282.1	318.2	74.9	221.9
PAGR1A	2397.9	2366.6	2372.6	3156.2
NRSN1	43.8	38	33	93.8
PDE6B	64.5	159.1	51	70.8
PHGDH	235.5	153.8	238.7	317.7
HIST1H2BP	852.2	880.9	1004	1666.3
FBN1	42.8	90.5	52.5	11.4
FGFR2	98.9	103	28.9	99.4
NEDD4	694.7	62	457.7	371.7
CD68	153	6.9	15.2	36.7
CYP2D9	54.4	85.4	147.8	53.6
DAD1	13.1	31.8	11.5	25.1
GM4609	637.1	492.3	557.1	674.6
GM5879	681	763.1	605.8	365.5
AV366328	1213.8	2246.1	2218	3036.4
BLMH	54.5	83.3	65.7	73
NEDD8	103.9	173.9	267.9	245.5
FCER1G	62.3	59.8	23.3	66.8
KCNAB2	711.7	656.8	192.4	236
NT5DC3	26.1	47.5	180.7	61.7
GALM	9.4	4.5	45.5	29.3
POLDIP3	10.8	22	13.4	41.4
MEP1B	46.1	91	107	198.2
REG3G	208.1	159.6	273	204.3
P4HA2	721.3	537.2	743.9	1122.8
GCDH	529.2	615.6	629.5	1047
LMBR1L	133.5	94.9	158.7	314.5
KRT18	5.5	10.7	29.4	15.5
CHGA	38.5	82.8	36.7	34.4
ITGB7	123.3	39.7	143	53.6
PKP2	21.1	61.2	58.5	99.8
AV058276	25.1	155	13.3	35.8
CUZD1	44.6	29.3	24.2	22.7
IMP4	6.8	12.5	7.3	17.1
162198_F_AT	199.6	158.3	137.1	76.8
MCPT8	157.3	203	107	160.6
AGR2	11.8	13.6	4.2	23.8
KDELR2	126.4	120.3	99.9	182.3
IRF7	356.5	335.5	380.5	442
AMBRA1	10.3	9.5	38.6	9.2
NOTCH1	635.4	426.4	110.4	259.9
PRSS32	761.3	935.5	943.2	696.8
SOCS3	629.9	560.7	316.3	381
CLCN7	39.2	168.2	251.7	265.4
VPREB3	189	163.7	43.1	94.8
PTPRR	40.9	2.3	7.8	5.4
162210_R_AT	57.2	3.2	64	88.3
FAM105A	16.1	126.9	9.2	46.7
AV379327	14.9	11.7	7.9	12.8
TMBIM1	116.2	144.6	265.6	32.6
KRT32	30.2	61	21.2	33.1
SDC2	52.2	30.3	14	26.1
LY6D	45.2	28.5	40.6	46.2
FDPS	21	38.2	17.4	54.1
ITGB5	552.2	677.5	874.6	815.5
SLC16A2	218.5	166.9	104.6	170
DNAJB13	70.3	167.2	227.8	140.9
BLMH	254.7	131.2	145.8	292.8
EIF4E	28.2	91.6	34.9	37.5
ATP2A1	3053.3	2824.9	517.5	573
APLP2	110.5	118.2	34	61.1
OTUB1	140.2	214.7	140	64.2
TM9SF3	169.7	340	252.8	414.9
UNG	1353.8	1583	1282.1	2349.3
STARD3	215.4	278.9	272.3	170.4
RPS4X	27.2	40.6	34.4	21.3
RBBP9	4	24.4	3.5	10.1
MESDC2	117.3	67	8.7	255.7
RAD51	5.1	21.4	6.1	30
SLC38A2	15.3	57.6	94.8	151.2
CXCL12	758.4	842.3	1044.7	1427.9
PRPF19	271	360.4	685.7	569
NSMF	567.2	681.3	533.7	692.2
SCG3	136.2	208.6	152.4	216.4
SHKBP1	158.6	608.1	289.4	402.4
CMIP	124.1	91	50.3	39.9
AV153157	63.4	2.3	4.9	4.4
DYNLT1B	100.6	8.1	33.7	32.8
AV170661	69	101.7	41	57.4
RTKN	172.3	190.1	313.1	175.8
RPS4X	122.6	120.7	106.6	116.4
MYO6	445.2	574.2	609.6	525.9
GSS	234.2	442.6	423.4	546.3
162247_R_AT	1056.8	803.8	1375.5	1848
BPHL	257.1	415.4	523.4	481.6
NKAIN1	75.5	104.2	360.2	275.5
ZCCHC6	213.7	234.8	285.8	243.6
AGAP1	553.1	698.1	794.8	732.5
PLEKHA1	455.1	468	362	276.8
FGFR3	196.4	316.9	331.1	360.7
CYB5R1	20.9	69.7	33.3	58.9
SCN1A	120.9	135.2	23.5	78.2
CWF19L1	241.1	549.2	386.9	333.9
162257_I_AT	29.3	68.5	41.4	207.7
RPRM	102.6	25.9	46.1	142.7
FMO5	10.5	14	25	29.7
AKIRIN1	393.9	385.1	271.2	257.2
ZP2	229.1	316.2	281.4	262.3
GYG	2477.5	2371.8	3168	3127.6
LAMB1	1381.1	1579.6	1705.6	1814.4
BUB1	127.8	63.9	9.9	16.9
KLF17	241.8	228.1	260.9	500
162266_F_AT	156.1	111.6	74.2	99
PDC	413.3	289.9	539.9	257.2
CRYGD	72.8	45.6	82.1	89.6
SMYD2	298	468	668.8	589.9
AV363683	46.5	79.5	44.5	43.7
CTSB	55.3	196.6	274	349.5
STXBP2	214.7	481.6	311.1	366.9
REPIN1	261.6	180.1	317.1	501.8
LSR	167.9	260	156.9	271.7
UPF3B	390.9	723.7	365.5	451.1
C1QB	324.4	480.6	167.8	385.2
POLG2	78.4	28.1	86.9	74.7
TAP1	199.4	106.3	91.3	276.3
CCT6A	2054.5	2860.6	1515	1288.6
NDUFB10	36.3	23	104.4	191.4
FDPS	262.8	243.8	74.3	141.7
TYRO3	57.3	227.4	85.5	288.4
EIF3L	118.3	44.2	29	66.4
SLC39A4	2042.9	2757.9	1814.3	3188.5
SLC44A4	6.4	63.7	7.6	11.3
FCGBP	1923.3	1683.2	595	367
CLCA3	99.7	189.2	266.9	430.6
PCX	500.1	356.6	464.6	375.9
FGL2	4.2	3.7	6.6	10.6
AV376843	522.9	442.3	571.3	364.2
TMEM168	15.7	8.9	9.3	12.3
AV377060	2819.2	2942.8	3190.5	4651.1
162293_R_AT	327.3	323.1	81.2	312.7
MAOA	66.6	8.3	33	3.6
162295_AT	35.5	18.6	6.5	51.1
BGLAP2	288.2	102.8	54.6	177.7
CAV3	3224.6	3290.5	5150.3	6138.9
TJP1	7.9	13.8	30.9	32.7
PEBP1	3023.3	3501.3	3087.7	2809.3
PCP4	13.8	12	7.1	15
COX14	647.3	606.9	948.4	747.7
FOLR1	62.9	77.9	77.3	62.2
PRL7A2	48.2	65.9	75.5	29.8
PHF7	152.5	23.7	15.7	209.9
KLK1B9	21.5	35.9	22.2	27
UBXN11	5.8	13.9	12.2	19.2
POLK	32	34.3	28.3	75.9
CRYAB	5454.6	6500.5	9987.7	11668.1
LYZ2	6.8	9.7	15.8	7.5
ZFP771	50.8	265.5	143.9	379.7
AV050648	1488.1	2187.6	1624.3	2378.2
REG1	65.8	86.8	61.8	9.1
GALNT3	229	266.1	156.2	140.3
CNOT7	51.3	49.8	51.4	70.6
CLDN3	27.7	23.6	18.5	22.5
DGAT1	107.3	97.2	81.9	214.3
RPS12L2	181.1	229.7	226.8	328.7
AV069212	8.6	66	15.2	16.5
COX6C	171	113.8	39.6	195.5
AV072208	107.4	19.6	59.1	121.1
BARX1	220.2	310	310.1	112.9
KRT13	102.5	213.4	146.8	210.5
NDUFB7	17.4	30.4	57.5	25.6
LOR	127.3	46.6	356.5	79.3
TNNC2	2668.2	2822.9	1392.1	1482.8
AV084635	620.4	664.9	709.6	604
NDUFV2	865.4	1284.7	1906.1	1862.7
KRT84	341.6	287.8	298.6	323.4
SLPI	154.3	76.4	96.2	117.8
AV089248	297.4	518.7	314.4	763.7
ALDH3A1	54.1	73.9	83.2	52.3
MAPRE3	30.7	112.9	517.1	420.8
SLPI	437.6	197.2	374.1	354.3
AV095569	60.9	17.5	9.4	20.8
GM6134	99.4	378.6	107.6	418
ACP6	69.8	123.2	108.8	90.3
ALG3	393.7	494.8	421.3	549.6
AV107756	3952.6	4438.8	6683.8	6849.8
CDC34	66.5	179.1	189.5	53.1
S100A10	290.2	156.4	389.7	333.7
AKR1B3	2438.1	2596.6	3262.3	3221.1
FABP1	97.5	141	59.8	139.9
ATP5D	3942.2	4241.1	5839.1	6743.9
D17H6S56E-5	9.9	20.9	19	4.2
1110059E24RIK	10.5	27.9	55.2	12.8
H2-DMA	181.8	134.9	138.7	193.7
BGN	1464.2	2405.2	1674.5	2832.3
CPA3	119.4	58.8	83.5	229.9
AV173028	115.5	64.4	87	34.9
MROH1	1013.7	1140.1	1223.5	953.3
CCS	98.2	163.4	44.3	59.6
RPRM	5.6	3.3	1.9	3.1
AV157339	261.4	474.5	486.2	421.3
IGFBPL1	30	22.4	43.4	34.6
AV160244	123.5	18.4	17.2	17.3
PSMG3	2011.4	2312.6	2701	3356.8
EBI3	153.9	35.8	100.9	80.7
SLC25A1	1846	1548.4	837.1	831.4
GKAP1	376.3	381.9	325.9	396.6
MTMR14	690.9	728.1	362.4	659.6
SDSL	43.5	18.5	28.7	67.5
TNC	318.5	192.6	52.9	105
162363_AT	233.6	290.4	243.8	478.9
GLUD1	19.3	136.5	28.6	142.2
AV231477	1458.2	1624.8	1522.4	995.9
C2	90.8	105.2	17.4	117.1
SEH1L	1.7	17	37.1	6.1
AV239112	12.9	15.4	45	14.1
MMP9	144.3	130.5	83.5	11.9
AV239591	686.3	536.3	682.1	1400.6
EPHB6	732.8	690.3	793.9	1166.9
RELB	52.4	49.2	60.6	206.6
SH3BP2	26.3	37	59.7	30
MYH8	12.5	60.7	126.8	6.9
KRT81	80.5	2.5	4.2	2.9
162376_R_AT	19.9	3.2	4.8	8.8
SSBP4	252.2	358.4	405.7	310.5
TMEM168	2.6	14.7	3.8	15.5
162379_R_AT	462	727.7	467.9	582.1
AAK1	489.3	504.4	448.5	620.6
162381_F_AT	717	590.6	564.4	576.2
CCS	123.6	257.4	29.5	142.7
162383_R_AT	1117.3	1315.9	1409.6	1752.3
CCRN4L	139.4	112.6	171.9	294.2
SLC2A4	63.7	89.3	21.4	66.5
162386_AT	14.5	8.8	22	16.6
MFN1	355.1	469.9	611.1	708.8
ADAM5	3256.5	3273.7	4150.2	6600.4
METTL17	108.4	97.3	108.7	88.2
C4B	5	13.2	4.2	4.8
LTC4S	3.3	5.9	4.4	14.4
IFT88	815	1159.7	898.9	1962.7
VPS35	102.2	78.1	59.4	59.9
162394_R_AT	258.8	261.7	347.3	533.7
RBM22	53.8	50.9	11.4	8.8
162396_AT	34.7	40.7	22.2	36.7
162397_R_AT	489.6	287.3	579	808.1
AV274917	329.1	177.1	59.3	281.9
ATXN2	5086.8	6276.8	4776.7	5809.1
MMS19	351.2	291.8	157.2	170.2
ISYNA1	165.4	55	37.5	81.4
HOXA4	115.5	106.6	58.4	169.3
AV282092	186.6	77.8	166.2	123
DRC1	141	119.5	173.5	72
2810449G22RIK	61.8	26.4	12.7	16.4
STK38	4.2	50.6	73.9	46
TRAIP	598	658.7	157.2	829.3
IL12RB1	42.6	22	18	10.9
ZFML	81.1	80.4	108.6	115.2
CD8B1	27217.4	21097.4	770.2	581.5
MYB	22.5	17	35.7	7.7
AV317927	42.8	5.8	9.2	6.6
NR0B1	120.9	54.7	62.8	103.2
FKBP10	55.8	24.1	31.4	63.7
CANT1	1747	1867	1451.6	2159.9
CDCA4	12.8	8.1	23.6	38.7
TAMM41	218.6	251.5	193.3	348.7
ATAD3A	515	577.3	419.4	502.4
2610001J05RIK	6.8	26.1	75.3	78
SELK	612.8	626.7	483.5	433.6
CTLA2A	3.5	2.2	1.9	8.4
ICA1	3351.8	4007.6	5355.3	6572.3
NBR1	101.2	73.1	40.5	25.9
DDX17	2868.9	3394.2	1371.2	1421.6
IRF3	110.6	157.1	137.4	197.7
SCAMP1	3582.5	4306.5	4993.7	4444.6
EFHD2	42	90.2	73.3	81.1
S100A14	2729.9	4031.2	3201.1	3459.5
SERPINF1	854.4	1009.6	843.8	565.9
TOR1B	34.3	128.2	25.8	30.2
162431_AT	175.2	205.9	127.8	377.2
MOGAT2	58	124.4	113.9	65.6
NOP56	27.8	58.4	16.5	15.8
162434_I_AT	46.7	21.1	37.1	52.7
FEZ1	368.6	684.1	499.3	634.7
MRPL46	56.4	72.7	172.2	95
PAG1	14	63.2	6.1	11.3
DESI1	1129.7	903.1	401.3	439.4
POU2AF1	14.2	90.5	139.9	18.2
162440_R_AT	4929.1	5757	5854.8	7143.8
162441_I_AT	46.2	62.6	59	62.7
AP2M1	287.5	366.9	318.9	343.4
TCP1	25.2	14.5	51.4	13.1
TINF2	190.1	204.3	246	242.7
162445_AT	66.7	118.9	173.5	117.8
CHFR	61.2	100.6	29.7	17.9
MVP	367.5	767.3	460.2	689.5
HSPB8	268.3	252.8	441.3	504.2
GPR182	29.7	130.4	118.7	120.7
IGFALS	58.5	59.5	81.7	32.5
FBXO3	1.7	1.4	4	11.9
PCP2	27.6	233.9	148.9	96
AV034993	24	46.9	24	27.7
CRISP2	23.4	25.6	84.3	46.3
TMEM214	272.1	471	523.1	547.4
KLK1B21	49	66.6	48.9	65.3
HBA-A2	32073.8	47105.2	49740.2	67117.2
SHMT2	1051.6	1554.3	1395	2060.4
COL6A1	565.5	822.6	1060.6	1616.8
IGBP1	637.3	825.4	380.1	533.6
CAPG	138	190	216.3	232.4
PCK2	66.9	61.8	167.1	37.5
TPD52	159	329.2	247.3	282.2
PPY	638.6	821.6	513	959
KLHDC4	7.8	7.3	58.9	12
ANAPC13	1126.7	1526.3	1771.8	2206.4
MOB2	421.6	67.9	231.3	96.6
RHOC	2105.6	2663.9	2762.4	3408.6
CYC1	4385.7	5826.6	5293.7	7137.1
AV070263	638.1	833.7	932	809.7
FAM96B	14.3	69.5	27.5	8.4
GAST	54.6	82.8	176.2	72.1
NDUFB2	19.7	17.5	9.3	14.8
AV087499	35.2	17.7	82.3	50
PGLYRP1	248.4	254.4	387.8	345.9
AV092840	17.4	11.6	196	22.7
SRP14	151	83.2	270.1	225
IDH3G	30	142.6	215.7	213.1
AV097950	1384.4	2068.2	1638.5	1713.5
LEFTY1	90.5	24.6	36.5	32.3
ARRB1	407.7	641	630.3	636.5
TRAF4	1999.3	2099.6	947.1	810.4
COL18A1	206.8	204.9	186.7	167.4
TMED1	352.5	132.2	282.9	112.1
ZFP91	4.7	4.3	35.8	47.6
DSCR3	1894.5	2349.1	1700.1	2018.4
C1QTNF1	904	882.5	723.6	406.2
HEXA	27.8	42.5	174.2	178.1
DDX47	1419.2	1998.7	1345.1	2554.7
PDCD6	196	217.7	194.2	222.2
CENPV	35.9	67.4	173.7	56.3
ZSCAN21	220.6	93.5	202.7	201.5
AV146566	421.2	188.7	430.1	420.7
PDLIM4	137.1	73.8	84.7	26.2
BET1	11.3	5	36.8	7.5
NDUFA3	641	1170.3	522.7	1024.1
UBA1	2179.1	2318.9	2426.6	3444.7
RPS4X	71	40.9	231	83.1
UBE2D2A	499.4	749.9	404.5	408.7
AV171573	700.4	471.1	630.7	400.3
AV172042	439.2	731	637.5	664.7
CGA	333.1	236.1	353.1	316.7
PIP4K2A	635	813.1	252.2	345.9
CSK	40.6	82.9	240.8	41.2
H1FX	887.8	907.2	447.9	141.9
AGER	313	466.6	1441.6	765.8
RUFY1	1149.4	1264.4	1652.7	1300.4
DTNA	385.3	715.3	1110.9	1353.8
DTNA	27.2	16	16.9	30.3
ARL4C	1304.3	1427.3	879.7	701.4
ARX	61.6	108.7	29.5	123.1
FES	207.7	63.7	196.4	270.2
UFM1	885	976.6	998.7	1453.2
NR2C1	441.4	336.9	398.8	382.1
METTL5	1051	1286.1	1259.2	1325.3
PCSK5	21.2	26.8	88.9	11.2
PCSK5	269.5	418.1	375.6	332.6
PCSK5	350.4	352.5	433.4	460.3
CEBPG	499.1	585.6	336	307.4
SF3A2	5739.8	9520.6	8290.8	7881.1
SF3A2	4348.1	4984.2	9427.9	7706.2
DAF2	509.7	319.5	503.6	400.2
STAT5B	1030.1	890.3	595.3	689.2
ADCYAP1	75.2	36.8	10.2	216.8
ZBTB16	221.1	449.9	381.7	451.3
ZBTB16	2685.8	2822.5	8716.3	8485.5
CD6	1195.2	974.2	151.9	123.8
CD6	2633.4	2435.7	1176.3	1676
IRS2	94.4	74.7	337.3	205
RASAL3	1649.4	1437.2	162.4	382.3
ELN	104.8	87.7	122.4	29
CAPRIN2	436.5	550.6	516.9	547.7
ULK1	461.5	688.2	881.6	854.8
ANGPT2	179	230.4	297.9	201
BOD1L	856.4	872.8	479.7	622.6
RAP2A	62.4	250.2	149	276.2
STAR	376.7	190.9	493.7	260.4
CTSW	284.9	430.9	220.6	81.6
KRTAP12-1	33.1	37.1	50.6	45.1
SMAD7	910	1253	1480.4	1855.5
LILRB4	254.9	230.9	234.5	227.1
MYH2	73.6	15.8	19.3	42.4
MID1	14.6	6	13	11.1
BIN1	1370	1273.4	966.2	902.1
H2-Q1	11351.7	13492.9	1502.4	1406.9
C1QC	4192.2	3213.9	3853.2	4001.4
CLEC3B	1578.2	1581.2	3378.2	3238.6
POLR1B	1037.7	1472.1	1066.6	1240.5
DDX50	2951.3	2846.9	3895.2	2439.2
CTNNA2	16.7	13.8	7.9	28.8
CTNNA2	377.7	345.2	168.7	252.4
FEZF2	566.8	674.2	243.5	180.3
NLN	131.7	131	32.2	129.3
EPB4.1L4A	335.5	407.3	388.7	320.2
SOCS3	50.3	45.2	68.8	35.6
PAXBP1	1461.3	1499.2	829.6	757.3
RXRA	569.1	923.8	1024.2	773.1
RXRA	1029.1	805.1	1098.3	1081.3
RXRG	541.1	548.2	1211.6	1516.1
PPP1R12C	44.3	37.8	72.6	110.8
ELAVL3	128.5	30.5	43.2	55.1
KRTAP5-4	270.6	235.8	182	158.8
NFIC	2032.6	3573.5	5465.7	6740.7
SAA4	24.2	31	231.2	39.9
VPRBP	2551.3	2429.9	2355.1	2779.7
EXO1	248	257.6	61.9	21.4
DDX50	734.1	829.2	394.2	638.2
KRTAP14	51.5	223	229	180.7
ARHGAP5	270.4	372.9	289.7	416
NR4A2	203	145.7	242.5	350.8
NR4A2	38.5	102	121.7	166.4
PRCC	194.3	123	235.3	254.5
AI607873	654.3	545.2	534.9	600.5
CCKAR	86.3	109.2	164.4	251.1
KRTAP6-2	156.4	52.9	132.8	384.2
MYO5B	689.4	651.3	963.1	1023.3
HOXB4	46.3	58.2	68.8	54
CTSB	638.8	626	819.3	1142.4
CLOCK	569.5	624.9	762.7	746.8
DPPA4	11.2	58.1	14.6	101.6
TBL3	1773.4	2058.8	1786	2070.8
Y17678	30.8	37.1	41.6	23.5
COQ4	822.3	1099.7	845.5	1320.6
ZMAT3	1240.7	1303	978.6	1144.5
LEPREL2	387.3	419.7	699.4	590.3
SOX3	42.4	86.5	80	112.3
TROVE2	775.7	1131.3	1306.1	993.3
IL11	25.8	25.7	35.3	20
F2R	816	960.5	576	914
ARL14EP	2266.5	1712.3	934.5	693.8
PEG10	75.4	117.6	18.3	192.7
TRO	224	340.3	121.9	227.8
PAX6	157.7	85	114.6	55.1
SCAF8	585.7	509.1	504.1	631.4
PTPN18	2046.5	2161.5	694.9	654.7
PRL3C1	73	9	80.8	90.6
TFAP2C	77.3	141.6	105.4	200.6
MAP3K6	135.6	94.4	132.7	406.6
MYO1E	17.2	18.4	28.4	27.3
ERCC2	792.7	754.2	893.8	973.2
GOLT1B	558.4	579	519.2	580.1
ACTN1	431.2	443	605.4	381.5
2510002D24RIK	1207.2	1344.8	1715.6	1619.8
RPRD1B	2221.5	2015.9	2191.9	2145.9
IL4	63.5	4.2	24.6	61.8
IL4	27.5	14	41.9	30.2
IL4	31.5	26.5	101.1	56.5
IL4	180.3	20.3	28.9	20.6
SOCS5	704.1	904.2	757.2	952.9
AP1G1	286.7	255.2	226.7	246.7
PTPRB	487.8	422.3	986.9	929.2
SIAH1B	740.4	912.4	542.6	865.4
CFHR1	529.5	834.3	813.4	1152.3
SLC2A3	70.7	161.3	111.7	125.5
NRCAM	30.3	85.2	22.2	115.2
ARL5A	530	707.7	543.8	711.1
SEMA3E	75.4	42	48.3	39.6
PIGN	21.1	84.7	27.3	29
KDM5A	156.6	140.5	28.4	191.5
MNT	656.9	696.3	550.7	612.6
IKBKE	399	530.6	179.1	209.5
SOS2	825.6	1401.6	977.5	1510.6
PTPRR	923.3	949.1	965.3	978.8
PIGA	523.6	498.7	256.4	284.1
POU2F2	93.6	68.5	197.1	115.3
GM15085	62.3	8.9	45.6	59.4
SAPCD1	342.4	618.8	387.4	419.6
PTPRM	1082.9	1414.1	1794	2368.2
PTPRM	1056.7	839.5	1682.2	1404.6
PLK2	1444.4	2174.6	2721.8	2771
PIK3C2A	108.7	60.3	11.8	11.8
PIK3C2A	253.2	270.5	231.6	68.2
COL12A1	169.7	202.1	212.8	187.9
COL12A1	253.9	80.4	24	99.4
SLFN4	112	225.5	197	186.6
IGLC3	1921.6	1568.2	847.3	553.5
ELAVL2	10.7	50.6	60.2	53.4
APLF	161	160.3	370.7	37.1
GM20095	36.4	83.7	19.9	88.3
92320_F_AT	126.4	89.1	26.2	34.8
92321_R_AT	48.7	79.6	18	135.9
CAMP	451.2	659.1	444.1	472.5
MAPK12	1096.3	982.6	2411.7	2456.8
KLF17	7.5	5.3	18	31.1
PTK7	88.8	347.5	370.6	239.2
A630038E17RIK	4055.2	3821.9	469	333.6
RAB17	147.6	193.2	198.2	143.8
AA517665	264.6	198.1	260	281.8
MME	202.1	109	44.9	56.8
DLX2	15.5	21.6	27.3	9.5
SIRT1	273.3	79.3	224.2	245.7
SAP30BP	35.4	72.3	52.5	85.1
LTBP2	343	457.2	212.5	324.2
POLRMT	92.9	253.2	97.2	105.3
POLRMT	31.2	26	30.2	31.6
ZFP932	283.9	386.1	196.7	211.7
TAF1A	950.7	811.9	1369.2	1287
ADRA1B	439.1	473.6	697.1	510.4
B3GALT2	272.5	356.8	488.2	365.4
SOX1	97.4	67.7	131.8	113.9
HLTF	251.6	191.9	75.2	82.7
HLTF	412.6	443.9	178.7	98
HLTF	801.5	861.4	653.3	448
NEFM	46.8	32.8	20.6	25
KCNC3	33.9	39	78.8	56.6
THRA	2272.2	2059.4	4270.9	3858
IGFBPL1	62.3	32.5	38.5	178
MAPRE1	1258.9	1538.9	1185.7	1260.1
DNM2	51.8	79.3	66.8	35.7
S1PR3	1058.3	1075.8	811.7	1205
KLK6	17.6	16.2	14.8	34.5
MAF	54.7	38.6	178.5	118.5
ZFPM2	276.4	364.2	550.1	576.2
PTPN22	2925.2	2326.9	451.4	804.9
ADAM23	102.7	96.9	235.3	383.6
NELL2	53.5	59	87.3	352.1
BLK	241.7	310.8	171.3	181
STAM	2267.2	2125.1	2249.3	2114.3
ELAVL4	167.1	139.3	125.4	17.7
DUSP8	230.7	184.5	218	372.5
CELSR2	237.4	650.9	613.4	484
CELSR2	489.1	432.4	324.8	726.6
FIGF	193.9	53.7	247.1	236.1
LAMA2	1880.3	1915.5	3058.6	3248.1
STIL	341.1	271.6	51.8	40.2
RAMP3	195.7	537.8	513.8	598.6
TGFA	11.6	117.2	202.7	16
ARL10	139.9	103.5	121.6	151.2
HRC	9207.6	8271.8	21802.2	17899.7
BMP6	268.8	230.6	533.2	574.5
ADORA1	28.6	27.7	41.5	67.7
ASCC1	1493	1551.9	1527.2	1785.6
RIT1	1804.7	1783	2394.4	2420.2
DRC1	157.6	192.4	42.6	34.9
PTPRZ1	61.8	174.1	22.2	27.8
PTPRZ1	19.7	38.3	131.4	15.6
PTPRZ1	6.3	5.6	3.9	11.7
BAZ1B	704.4	582.8	376.1	580.6
MYO6	300.8	332.3	200.5	264.4
DYRK1A	607	627.7	247.2	382.4
XPA	622.8	744.1	418.5	481.1
CLCN2	187.8	128	296.3	412.2
HPS4	567.7	410.1	630.2	591.3
TBXAS1	861.2	1039.2	1062.6	1207.9
COX18	3165.4	3172.8	3332.7	3126.6
TENM2	201.6	303.7	295.1	487.1
PIK3CD	642.2	346.7	269.7	314
CYB561	822.1	841.2	543	949.6
KCNA3	1086.1	1205.3	111.2	136.8
KCNA3	561.3	583.3	231.9	128.2
ATF6B	591.5	580.6	384.8	415.4
ATF6B	849.4	1035.1	680.3	844.5
INSIG1	66.6	49.5	33	10.5
AGAP1	1919	2020.5	3029.3	3510.5
VPS37B	605	679.7	1214.1	871.2
RUNX1	1007	717.2	30.4	115.1
NDST2	97.1	88.7	225.6	92.3
LTC4S	935.9	956.2	807.4	1152.1
92402_AT	45.9	393.5	232.7	82.7
ST6GALNAC5	33.3	36.4	21.7	24.5
WNT7B	226.6	53.7	139.1	41.5
KPNA6	271.6	272	321.9	103.2
CD7	1060.8	861	287.4	410.9
MYOM1	8740.6	9480.9	17572.4	15905.8
FAM126B	677.2	540	486.9	546.8
ZFP260	606.8	645.7	473.4	393
RAD23A	1374	952.5	1715	1908.5
HS1BP3	1489.2	1357.3	1988.8	2600.4
SPAG5	132.8	156.5	64.8	72.6
FOXK2	122.3	106.5	99.1	157
ADAM12	275.6	222.1	38.8	45
